,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Report.Status,Event.Year
76544,Accident,2015-04-21,Non-Fatal,Substantial,Airplane,ARION AIRCRAFT LLC,Personal,0.0,0.0,0.0,1.0,The pilot's failure to maintain control while landing in gusty wind conditions.,2015
76545,Accident,2015-04-21,Non-Fatal,Substantial,Airplane,BELLANCA,Personal,0.0,0.0,0.0,1.0,The pilot's improper landing flare which resulted in a hard landing.,2015
76546,Accident,2015-04-22,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,2.0,0.0,0.0,The pilot's failure to maintain directional control during the takeoff roll.,2015
76547,Accident,2015-04-22,Non-Fatal,Substantial,Airplane,JAMES KILROY,Personal,0.0,0.0,1.0,0.0,A partial loss of engine power after takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,2015
76549,Accident,2015-04-22,Fatal,Destroyed,Airplane,PIPER,Personal,1.0,0.0,0.0,0.0,"The noncertificated pilot's continued visual flight into instrument meteorological conditions, which resulted in spatial disorientation leading to the pilot's loss of control of the airplane and subsequent collision with mountainous terrain.  
",2015
76551,Accident,2015-04-23,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The failure of the left main landing gear leg for reasons that could not be determined based on the available evidence. ",2015
76552,Accident,2015-04-23,Non-Fatal,Substantial,Airplane,BEECH,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to properly configure the airplane for landing. Contributing to the accident were pilot fatigue, distraction, and complacency and the failure of the landing gear warning horn to sound for reasons that could not be determined based on the available information.",2015
76554,Accident,2015-04-24,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,4.0,"The pilot's excessive airspeed during landing, which resulted in abnormal runway contact, a runway excursion, and substantial damage to the airplane.",2015
76555,Accident,2015-04-24,Non-Fatal,Minor,Airplane,DIAMOND AIRCRAFT IND INC,Personal,0.0,0.0,0.0,4.0,"Both pilots' failure to see and avoid each other, which resulted in an on-ground collision while taxiing. Contributing to the accident was the ground controller's failure to notify either pilot about the presence of the other airplane on the taxiway.",2015
76557,Accident,2015-04-26,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,2.0,"The pilot's encounter with extreme turbulence during descent over mountainous terrain, which resulted in a loss of control, and structural damage in flight.",2015
76558,Accident,2015-04-26,Non-Fatal,Substantial,Airplane,MICHAEL WILSON,Personal,0.0,0.0,0.0,1.0,"The pilots failure to maintain adequate airspeed, which increased the induced drag and led to the engine having insufficient power to overcome the drag and climb the airplane and resulted in a forced landing and the subsequent collapse of the main landing gear.",2015
76559,Accident,2015-04-27,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,Instructional,0.0,0.0,0.0,1.0,"A partial loss of engine power due to the failure of the throttle body/fuel metering unit to provide the engine with adequate fuel pressure for full power operation. ",2015
76561,Accident,2015-04-28,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,1.0,0.0,"Maintenance personnels incorrect installation of the fuel selector valvehandle, which resulted in fuel starvation, a loss of engine power, and a forced hard landing. Contributing to the accident was the pilot's failure to follow the manufacturer's checklist.",2015
76563,Accident,2015-04-30,Non-Fatal,Substantial,Airplane,AERO SP Z O O,Personal,0.0,1.0,0.0,1.0,"The pilot's decision to perform aerobatic maneuvers in an airplane not certified for aerobatic flight, which resulted in a loss of control and collision with terrain.",2015
76564,Accident,2015-04-30,Fatal,Substantial,Airplane,HOFFMAN,Personal,1.0,0.0,0.0,0.0,"The noncertificated pilot's failure to maintain airspeed following a loss of engine power while maneuvering at a low altitude, which resulted in the airplane's wing exceeding its critical angle-of-attack and a subsequent aerodynamic stall. The reason for the loss of engine power could not be determined because postaccident examination revealed no evidence of mechanical failure or malfunction. 
",2015
76565,Accident,2015-04-30,Non-Fatal,Substantial,Airplane,WILLIAM D DURKEE,Personal,0.0,0.0,0.0,2.0,The pilot's failure to maintain directional control during the takeoff roll.,2015
76566,Accident,2015-04-30,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,1.0,0.0,0.0,"The student pilot's failure to maintain attitude control during the landing flare, resulting in a hard landing.",2015
76568,Accident,2015-04-30,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilot's failure to recover from a bounced landing, which resulted in substantial damage to the airplane during the runway overrun.",2015
76569,Accident,2015-05-01,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,1.0,"The pilot's improper fuel management, which resulted in a total loss of engine power due to fuel starvation. Contributing to the accident was the pilot's inability to restart the engine for reasons that could not be determined because postaccident examination of the engine and fuel system revealed no anomalies that would have precluded normal operation. 
",2015
76570,Accident,2015-05-01,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,"The pilot's failure to maintain directional control during the takeoff roll, which resulted in a runway excursion.",2015
76571,Accident,2015-05-01,Non-Fatal,Destroyed,Airplane,TITAN AEROSPACE HOLDINGS INC,Flight Test,0.0,0.0,0.0,0.0,structural failure of the left wing due to an overspeed condition.,2015
76572,Accident,2015-05-01,Non-Fatal,Destroyed,Gyrocraft,LATHROP STEVEN A,Personal,0.0,0.0,1.0,0.0,"A total loss of engine power due to carburetor icing. 
",2015
76573,Accident,2015-05-02,Non-Fatal,Substantial,Airplane,BEECH,Instructional,0.0,0.0,2.0,0.0,The impact with power lines for reasons that could not be determined based on the available information.,2015
76574,Accident,2015-05-02,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,0.0,"A partial loss of engine power for reasons that could not be determined because a postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.",2015
76575,Accident,2015-05-02,Non-Fatal,Substantial,Airplane,SCHMIDT DONALD L,Personal,0.0,1.0,0.0,0.0,"The inadvertent encounter with a microburst while maneuvering near mountainous terrain, which resulted in a off airport landing and impact with terrain.",2015
76578,Accident,2015-05-03,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,1.0,0.0,1.0,The pilot's decision to rotate the propeller by hand without properly securing the airplane.,2015
76579,Accident,2015-05-03,Fatal,Substantial,Airplane,CESSNA,Personal,1.0,0.0,0.0,0.0,The student pilot's failure to maintain airplane control during the initial climb. Contributing to the accident was the student's inappropriate configuration of the airplane's wing flaps for the initial climb.,2015
76580,Accident,2015-05-03,Non-Fatal,Substantial,Airplane,BUHL,Personal,0.0,1.0,0.0,0.0,"A loss of engine power on downwind for landing due to carburetor icing, which resulted in a forced landing.",2015
76581,Accident,2015-05-03,Fatal,Destroyed,Airplane,CESSNA,Personal,1.0,0.0,0.0,0.0,The pilot's failure to recover from a controlled descent for reasons that could not be determined during the postaccident investigation.,2015
76583,Accident,2015-05-03,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,1.0,"The pilot's loss of positional awareness while taxiing, resulting in a collision with a parked and unoccupied airplane. Contributing to the accident was the pilot's difficulty seeing over the nose of the airplane, his preoccupation with trying to control the airplane in the wind, and his minimal experience in the airplane.",2015
76585,Accident,2015-05-04,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,1.0,0.0,0.0,"The pilots inadequate in-flight fuel management, which resulted in a total loss of engine power due to fuel starvation.",2015
76586,Accident,2015-05-04,Non-Fatal,Substantial,Airplane,WATSON DAVID E,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to maintain directional control of the airplane during takeoff, resulting in substantial damage to the airplane.",2015
76588,Accident,2015-05-04,Non-Fatal,Substantial,Airplane,CESSNA,Business,0.0,0.0,0.0,2.0,The pilot's failure to monitor the airplane's movement and maintain control of the airplane.,2015
76589,Accident,2015-05-04,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,2.0,Abnormal runway contact which precipitated a loss of control and nose-over.,2015
76591,Accident,2015-05-05,Fatal,Destroyed,Airplane,AIR TRACTOR INC,Aerial Application,1.0,0.0,0.0,0.0,The pilot failure to maintain adequate clearance from trees while maneuvering during an aerial application flight.,2015
76593,Accident,2015-05-05,Non-Fatal,Substantial,Airplane,JEROME D FISCHER,Personal,0.0,1.0,0.0,0.0,"The pilot's use of the improper fuel grade for the engine, which resulted in detonation, engine damage, and loss of engine power.",2015
76594,Accident,2015-05-05,Non-Fatal,Substantial,Airplane,ROBERT M. JONES,Personal,0.0,0.0,0.0,2.0,The pilot's excessive descent rate and subsequent hard landing during the landing flare/touchdown.,2015
76597,Accident,2015-05-06,Non-Fatal,Substantial,Glider,ISSOIRE SIREN,Personal,0.0,0.0,0.0,1.0,"A loss of lift, which precipitated a forced off airport landing, and collision with terrain.",2015
76600,Accident,2015-05-07,Fatal,Destroyed,Airplane,PIPER,Flight Test,2.0,0.0,0.0,0.0,"The mechanic's incorrect installation of two aileron cables and the subsequent inadequate functional checks of the aileron system before flight by both the mechanic and the pilot, which prevented proper roll control from the cockpit, resulting in the pilot's subsequent loss of control during flight. Contributing to the accident was the mechanic's and the pilot's self-induced pressure to complete the work that day.

 
",2015
76601,Accident,2015-05-07,Non-Fatal,Substantial,Airplane,CESSNA,Instructional,0.0,0.0,0.0,4.0,"The landing airplane pilot's failure to maintain directional control during landing, which resulted in a runway excursion and ground collision with a taxiing airplane.",2015
76603,Accident,2015-05-08,Fatal,Destroyed,Airplane,PIPER,Personal,4.0,0.0,0.0,0.0,"A partial loss of engine power due to contamination in the fuel manifold, which resulted in a collision with terrain shortly after takeoff.",2015
76604,Accident,2015-05-08,Non-Fatal,Substantial,Airplane,CESSNA,Personal,0.0,0.0,0.0,1.0,"The pilot's decision to attempt an off airport takeoff, and failure to maintain adequate clearance during the initial climb in crosswind conditions, which resulted in a collision with trees.",2015
76605,Accident,2015-05-08,Non-Fatal,Substantial,Airplane,BUHLMANN HOWARD,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to land beyond the marked runway threshold, which resulted in a collision with a culvert and a loss of control on the ground.",2015
76609,Accident,2015-05-09,Non-Fatal,Substantial,Airplane,PIPER,Personal,0.0,0.0,0.0,5.0,"The partial loss of engine power during takeoff due to oil starvation. ",2015
76611,Accident,2015-05-10,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,Positioning,0.0,0.0,0.0,1.0,"The pilot's failure to follow the Preflight checklist and his inadequate preflight inspection, during which he failed to detect the water contamination of the fuel, which resulted in a partial loss of engine power during initial climb.",2015
76612,Accident,2015-05-10,Non-Fatal,Substantial,Airplane,CHAMPION,Personal,0.0,0.0,0.0,1.0,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion.",2015
76613,Accident,2015-05-11,Non-Fatal,Substantial,Airplane,MAULE,Flight Test,0.0,0.0,0.0,1.0,The pilot's failure to maintain directional control of the airplane during landing roll.,2015
76614,Accident,2015-05-11,Non-Fatal,Substantial,Airplane,PIPER,Aerial Application,0.0,0.0,0.0,1.0,"Improper base metal preparation or contamination of the No. 5 cylinder wall before it was coated, which resulted in the coating peeling off of the cylinder wall and contaminating the engine oil and the subsequent partial loss of engine power.",2015
76616,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,PIPER,Instructional,0.0,0.0,1.0,1.0,"A total loss of engine power during cruise flight due to piston fatigue cracking for reasons that could not be determined due to postfracture smearing damage. 
",2015
76617,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,GATES LEAR JET,Public Aircraft - Federal,0.0,0.0,0.0,2.0,"The flight crews inadequate preflight inspection of the nose landing gear strut, which resulted in the nosewheel not being aligned during retraction and the subsequent loss of directional control. Contributing to the accident was the failure of the nose landing gear strut due to inadequate pressure and excessive wear.",2015
